ID,Frame Name,Cycle Time [ms],Launch Type,Launch Parameter,Signal Byte No.,Signal Bit No.,Signal Name,Signal Function,Signal Length [Bit],Signal Default, Signal Not Available,Byteorder,is signed,Charger,HVB,IVTMain,PC,VCU,Name / Phys. Range,Function / Increment Unit,Value,frame.,signal.
120h,INFO_01_DbgV,5,NoMsgSendType,0,5,0,BMS_VDbgV181,Mode 60:Cell 181 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,5,0,BMS_VDbgV184,Mode 61:Cell 184 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,5,0,BMS_VDbgV187,Mode 62:Cell 187 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,5,0,BMS_VDbgV190,Mode 63:Cell 190 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,5,0,BMS_VDbgV193,Mode 64:Cell 193 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,5,0,BMS_VDbgV196,Mode 65:Cell 196 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,5,0,BMS_VDbgV199,Mode 66:Cell 199 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,5,0,BMS_VDbgV202,Mode 67:Cell 202 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,5,0,BMS_VDbgV205,Mode 68:Cell 205 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,5,0,BMS_VDbgV208,Mode 69:Cell 208 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,5,0,BMS_VDbgV211,Mode 70:Cell 211 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,5,0,BMS_VDbgV214,Mode 71:Cell 214 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,5,0,BMS_VDbgV217,Mode 72:Cell 217 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,5,0,BMS_VDbgV220,Mode 73:Cell 220 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,5,0,BMS_VDbgV223,Mode 74:Cell 223 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,5,0,BMS_VDbgV226,Mode 75:Cell 226 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,5,0,BMS_VDbgV229,Mode 76:Cell 229 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,5,0,BMS_VDbgV232,Mode 77:Cell 232 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,5,0,BMS_VDbgV235,Mode 78:Cell 235 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,5,0,BMS_VDbgV238,Mode 79:Cell 238 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,5,0,BMS_VDbgV241,Mode 80:Cell 241 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,5,0,BMS_VDbgV244,Mode 81:Cell 244 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,5,0,BMS_VDbgV247,Mode 82:Cell 247 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,5,0,BMS_VDbgV250,Mode 83:Cell 250 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,5,0,BMS_VDbgV253,Mode 84:Cell 253 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV002,Mode 0:Cell 2 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV005,Mode 1:Cell 5 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV008,Mode 2:Cell 8 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV011,Mode 3:Cell 11 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV014,Mode 4:Cell 14 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV017,Mode 5:Cell 17 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV020,Mode 6:Cell 20 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV023,Mode 7:Cell 23 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV026,Mode 8:Cell 26 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV029,Mode 9:Cell 29 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV032,Mode 10:Cell 32 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV035,Mode 11:Cell 35 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV038,Mode 12:Cell 38 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV041,Mode 13:Cell 41 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV044,Mode 14:Cell 44 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV047,Mode 15:Cell 47 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV050,Mode 16:Cell 50 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV053,Mode 17:Cell 53 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV056,Mode 18:Cell 56 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV059,Mode 19:Cell 59 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV062,Mode 20:Cell 62 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV065,Mode 21:Cell 65 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV068,Mode 22:Cell 68 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV071,Mode 23:Cell 71 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV074,Mode 24:Cell 74 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV077,Mode 25:Cell 77 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV080,Mode 26:Cell 80 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV083,Mode 27:Cell 83 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV086,Mode 28:Cell 86 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV089,Mode 29:Cell 89 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV092,Mode 30:Cell 92 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV095,Mode 31:Cell 95 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV098,Mode 32:Cell 98 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV101,Mode 33:Cell 101 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV104,Mode 34:Cell 104 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV107,Mode 35:Cell 107 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV110,Mode 36:Cell 110 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV113,Mode 37:Cell 113 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV116,Mode 38:Cell 116 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV119,Mode 39:Cell 119 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV122,Mode 40:Cell 122 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV125,Mode 41:Cell 125 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV128,Mode 42:Cell 128 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV131,Mode 43:Cell 131 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV134,Mode 44:Cell 134 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV137,Mode 45:Cell 137 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV140,Mode 46:Cell 140 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV143,Mode 47:Cell 143 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV146,Mode 48:Cell 146 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV149,Mode 49:Cell 149 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV152,Mode 50:Cell 152 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV155,Mode 51:Cell 155 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV158,Mode 52:Cell 158 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV161,Mode 53:Cell 161 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV164,Mode 54:Cell 164 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV167,Mode 55:Cell 167 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV170,Mode 56:Cell 170 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV173,Mode 57:Cell 173 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV176,Mode 58:Cell 176 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV179,Mode 59:Cell 179 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV182,Mode 60:Cell 182 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV185,Mode 61:Cell 185 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV188,Mode 62:Cell 188 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV191,Mode 63:Cell 191 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV194,Mode 64:Cell 194 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV197,Mode 65:Cell 197 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV200,Mode 66:Cell 200 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV203,Mode 67:Cell 203 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV206,Mode 68:Cell 206 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV209,Mode 69:Cell 209 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV212,Mode 70:Cell 212 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV215,Mode 71:Cell 215 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV218,Mode 72:Cell 218 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV221,Mode 73:Cell 221 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV224,Mode 74:Cell 224 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV227,Mode 75:Cell 227 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV230,Mode 76:Cell 230 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV233,Mode 77:Cell 233 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV236,Mode 78:Cell 236 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV239,Mode 79:Cell 239 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV242,Mode 80:Cell 242 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV245,Mode 81:Cell 245 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV248,Mode 82:Cell 248 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV251,Mode 83:Cell 251 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
120h,INFO_01_DbgV,5,NoMsgSendType,0,7,0,BMS_VDbgV254,Mode 84:Cell 254 voltage.,16,0.000, ,m,u,,s,,r,,0..4.95,0.001  V,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,1,0,BMS_eDbgTId,Mode Signal: Single thermistor ID.,16,0, ,m,u,,s,,r,,0..127,,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT000,Mode 0:Thermistor 0 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT003,Mode 1:Thermistor 3 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT006,Mode 2:Thermistor 6 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT009,Mode 3:Thermistor 9 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT012,Mode 4:Thermistor 12 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT015,Mode 5:Thermistor 15 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT018,Mode 6:Thermistor 18 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT021,Mode 7:Thermistor 21 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT024,Mode 8:Thermistor 24 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT027,Mode 9:Thermistor 27 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT030,Mode 10:Thermistor 30 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT033,Mode 11:Thermistor 33 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT036,Mode 12:Thermistor 36 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT039,Mode 13:Thermistor 39 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT042,Mode 14:Thermistor 42 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT045,Mode 15:Thermistor 45 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT048,Mode 16:Thermistor 48 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT051,Mode 17:Thermistor 51 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT054,Mode 18:Thermistor 54 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT057,Mode 19:Thermistor 57 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT060,Mode 20:Thermistor 60 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT063,Mode 21:Thermistor 63 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT066,Mode 22:Thermistor 66 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT069,Mode 23:Thermistor 69 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT072,Mode 24:Thermistor 72 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT075,Mode 25:Thermistor 75 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT078,Mode 26:Thermistor 78 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT081,Mode 27:Thermistor 81 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT084,Mode 28:Thermistor 84 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT087,Mode 29:Thermistor 87 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT090,Mode 30:Thermistor 90 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT093,Mode 31:Thermistor 93 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT096,Mode 32:Thermistor 96 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT099,Mode 33:Thermistor 99 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT102,Mode 34:Thermistor 102 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
121h,INFO_02_DbgT,10,NoMsgSendType,0,3,0,BMS_TDbgT105,Mode 35:Thermistor 105 temperature.,16,-40.00, ,m,u,,s,,r,,-40..105,0.01  degC,,,
